;sentence1_DE;sentence2_DE;gold_label;sentence1;sentence2
3367;Daneben ist der Lieferant gegenüber dem Abnehmer unter den gesetzlichen Voraussetzungen auch zum Ersatz sämtlicher durch einen Mangel verursachter Schäden verpflichtet.;Der Lieferant haftet für alle aus der Nichtbeachtung von gesetzlichen Vorschriften entstandene Schäden.;different context;In addition, the Supplier shall also be obliged to compensate the Customer for all damages caused by a defect, subject to the statutory requirements.;The supplier shall be liable for all damages resulting from non-compliance with statutory provisions.
3368;Ist während der Anbahnung des Arbeitsverhältnisses oder im bestehenden Arbeitsverhältnis die Erhebung weiterer Informationen über den Bewerber bei einem Dritten erforderlich, sind die jeweiligen nationalen gesetzlichen Anforderungen zu berücksichtigen.;Ist während der Anbahnung des Arbeitsverhältnisses die Erhebung weiterer Informationen über den Bewerber bei einem Dritten erforderlich, sind die jeweiligen nationalen gesetzlichen Anforderungen zu berücksichtigen.;inconsistent;If it is necessary to collect further information about the applicant from a third party during the initiation of the employment relationship or in the existing employment relationship, the respective national legal requirements must be taken into account.;If it is necessary to collect further information about the applicant from a third party during the initiation of the employment relationship, the respective national legal requirements must be taken into account.
3369;Der Frachtführer hat für die betriebssichere Verladung zu sorgen.;Der Frachtführer hat ein geeignetes Fahrzeug zu stellen und ist für die betriebssichere Verladung verantwortlich.;inconsistent;The carrier must ensure safe loading.;The carrier must provide a suitable vehicle and is responsible for safe loading.
3370;Zur Sicherstellung der Prüf- und Messmittelqualität ist der Lieferant verpflichtet, seine Prüfmittel regelmäßig zu kontrollieren und die Ergebnisse zu dokumentieren.;Zur Sicherstellung der Prüf- und Messmittelqualität ist der Hersteller verpflichtet, seine Prüfmittel regelmäßig zu kontrollieren und die Ergebnisse zu dokumentieren.;different context;To ensure the quality of testing and measuring equipment, the supplier is obliged to check its testing equipment regularly and to document the results.;To ensure the quality of testing and measuring equipment, the manufacturer is obliged to check his testing equipment regularly and to document the results.
3371;Den rechtlichen Rahmen für die Ladungssicherung bilden die StVO, StVZO und das HGB.;Den rechtlichen Rahmen zur Ladungssicherung bilden die StVO, StVZO und das HGB.;neutral;The legal framework for load securing is provided by the StVO, StVZO and the HGB.;The legal framework for load securing is provided by the Road Traffic Regulations (StVO), the Road Traffic Licensing Regulations (StVZO), and the German Commercial Code (HGB).
3372;Alle Unterweisungen, Anleitungen und Anweisungen bezogen auf die Aufgaben und Pflichten des AN sind in einer den Mitarbeitern verständlichen Sprache durchzuführen und in schriftlicher Form vorzuhalten.;Alle Unterweisungen, Anleitungen und Anweisungen bezogen auf die Aufgaben und Pflichten des AN sind in einer den Mitarbeitern verständlichen Sprache durchzuführen.;inconsistent;All instruction, guidance and instructions relating to the tasks and duties of the Contractor must be carried out in a language understood by the employees and must be provided in written form.;All instruction, guidance and instructions relating to the tasks and duties of the Contractor must be carried out in a language understood by the employees.
3373;Ausgenommen von dieser Regelung sind Teile, die bedingt durch Ihren Herstellungsprozess eine höhere Abweichung aufweisen.;Ausgenommen von dieser Regelung sind Teile, die bedingt durch Herstellungsprozess eine höhere Abweichung aufweisen.;neutral;Excluded from this regulation are parts that have a higher deviation due to their manufacturing process.;Excluded from this regulation are parts that have a higher deviation due to the manufacturing process.
3374;Der Zeitraum der Fertigungs- und Materialfreigabe beginnt mit dem Lieferabruferstellungsdatum und gilt, sofern kein neuer Lieferabruf vorliegt, täglich fortschreitend, für den angegebenen Zeitraum.;Der Zeitraum der Fertigungsfreigabe bzw. der Materialfreigabe beginnt immer mit dem Lieferabruferstellungsdatum und ist, bis ein neuer Lieferabruf eintrifft, täglich fortschreitend für den angegebenen Zeitraum gültig.;neutral;The period of production and material release begins with the delivery call-off creation date and, if there is no new delivery call-off, applies progressively on a daily basis for the specified period.;The production release or material release period always begins with the delivery call-off creation date and is valid for the specified period on a daily basis until a new delivery call-off is received.
3375;Die Arbeitsstelle ist ständig in einem ordentlichen Zustand zu halten und nach Abschluss der Arbeiten aufgeräumt und besenrein zu verlassen.;Die Arbeitsstelle ist ständig in einem ordentlichen Zustand zu halten und nach Abschluss der Arbeiten sauber zu verlassen.;inconsistent;The work site must be kept in an orderly condition at all times and left tidy and swept clean after completion of the work.;The work site must be kept in a tidy condition at all times and left clean after completion of the work.
3376;Vorgesetzte müssen ihre Mitarbeiter bei Beginn des Beschäftigungsverhältnisses über die Pflicht zur Wahrung des Datengeheimnisses unterrichten.;Vorgesetzte haben ihre Mitarbeiter bei Beginn des Beschäftigungsverhältnisses über die Pflicht zur Wahrung des Datengeheimnisses zu unterrichten.;neutral;Supervisors must inform their employees of the obligation to maintain data confidentiality at the beginning of the employment relationship.;Supervisors must inform their employees of the obligation to maintain data secrecy at the beginning of the employment relationship.
3377;Aus dem untersten Prüfhahn muss Wasser heraustreten.;Aus dem untersten Prüfhahn muß Wasser austreten.;neutral;Water must come out of the lowest test tap.;Water must emerge from the lowest test tap.
3378;Die Erstmuster müssen unter Serienbedingungen gefertigt werden.;Erstmuster müssen unter Serienbedingungen gefertigt werden.;neutral;The initial samples must be manufactured under series production conditions.;Initial samples must be produced under series conditions.
3379;Als Voraussetzung für die im obigen Abschnitt III. 1 genannte Umsetzung menschenrechtlicher Sorgfaltsmaßnahmen stellt der Partner durch interne Prozesse Transparenz in seiner Lieferkette her, um menschenrechtliche Risiken zu identifizieren und gegebenenfalls entsprechende Gegen- und Kontrollmaßnahmen veranlassen zu können.;Als Voraussetzung für die Umsetzung menschenrechtlicher Sorgfaltsmaßnahmen stellt der Partner durch interne Prozesse Transparenz in seiner Lieferkette her, um menschenrechtliche Risiken zu identifizieren und ggf. entsprechende Gegen- und Kontrollmaßnahmen veranlassen zu können.;neutral;As a prerequisite for the implementation of human rights due diligence measures mentioned in Section III. 1 above, the partner creates transparency in its supply chain through internal processes in order to identify human rights risks and, if necessary, to be able to initiate appropriate countermeasures and control measures.;As a prerequisite for the implementation of human rights due diligence measures, the partner creates transparency in its supply chain through internal processes in order to identify human rights risks and, if necessary, to be able to initiate appropriate countermeasures and control measures.
3380;Die Erstmuster sind in dem Erstmusterprüfbericht und den Unterlagen gemäß Vorlagestufen (s. Kapitel 1) zum vereinbarten Termin an das Mustermann AG Abnehmerwerk gemäß Erstmusterbestellung zu liefern.;Die Erstmuster sind mit Erstmusterprüfbericht und den Unterlagen gemäß EMPB Anforderungsblatt termingerecht an die Mustermann AG zu liefern.;inconsistent;The initial samples are to be delivered to the Mustermann AG customer plant in the initial sample test report and the documents in accordance with the submission stages (see chapter 1) on the agreed date in accordance with the initial sample order.;The initial samples must be delivered to Mustermann AG on time with the initial sample test report and the documents in accordance with the EMPB requirement sheet.
3381;Jeder Mitarbeiter soll der Geschäftsleitung und dem Datenschutzbeauftragten unverzüglich Fälle von Verstößen gegen diese Datenschutzrichtlinie oder andere Vorschriften zum Schutz personenbezogener Daten (Datenschutzvorfälle) melden.;Jeder Mitarbeiter soll dem Datenschutzbeauftragten unverzüglich Fälle von Verstößen gegen diese Datenschutzleitlinie oder andere Vorschriften zum Schutz personenbezogener Daten melden.;inconsistent;Every employee should immediately report cases of violations of this Data Protection Policy or other regulations on the protection of personal data (data protection incidents) to the management and the Data Protection Officer.;Every employee should report cases of breaches of this Data Protection Policy or other regulations on the protection of personal data to the Data Protection Officer without delay.
3382;Die Schaltanweisung wird vom Angewiesenen wörtlich wiederholt und vom Anweisenden bestätigt.;Die Schaltanweisung wird vom Schaltenden in vollem Wortlaut wiederholt und vom Anweisenden bestätigt.;neutral;The switching instruction is repeated verbatim by the instructed party and confirmed by the instructing party.;The switching instruction is repeated in full by the person switching and confirmed by the person giving the instruction.
3383;Gefährdungsbeurteilungen sind grundsätzlich vor den jeweiligen Änderungen vorzunehmen.;Gefährdungsbeurteilungen sind in Bezug auf die Änderungen zu überarbeiten.;different context;Risk assessments must always be carried out before any changes are made.;Risk assessments must be revised with regard to the changes.
