;sentence1;sentence2;gold_label
3650;Gefährliche Materialien müssen in Übereinstimmung mit den aktuellen Rechtsvorschriften und Bestimmungen entsprechend verpackt und markiert sein.;Gefährliche Materialien müssen in Übereinstimmung mit den aktuellen Rechtsvorschriften und Bestimmungen entsprechend verpackt und markiert sein und sie müssen von der aktuellen MSDS-Version begleitet werden.;inconsistent
3651;Unternehmensgrundsatz: Wir wählen Lieferanten und Dienstleister nach sachlichen Kriterien sorgfältig aus.;Wir wählen Lieferanten und Dienstleister nach sachlichen Kriterien sorgfältig aus.;neutral
3652;Die Verfügbarkeit des IT-Systems muss in Bezug auf Ausfall oder inakzeptable Antwortzeiten mindestens 95 % betragen.;Die Verfügbarkeit des IT-Systems darf in Bezug auf Ausfall oder inakzeptable Antwortzeiten weniger als 95 % betragen, ohne dass es zu nennenswerten Beeinträchtigungen (z. B. finanzieller Art oder am Image des Unternehmens) kommt.;contradiction
3653;Jede Verarbeitung personenbezogener Daten muss so gestaltet sein, dass sie sowohl quantitativ als auch qualitativ auf das für die Erreichung der Zwecke, für die die Daten rechtmäßig verarbeitet werden, erforderliche Maß beschränkt ist.;Die Verarbeitung personenbezogener Daten muss auf das für die Erreichung der Zwecke erforderliche Maß beschränkt sein.;neutral
3654;Radfahrerfurten sind mindestens so breit wie die angrenzenden Radverkehrsanlagen.;Radfahrerfurten sind in der Regel 2,00 m breit, mindestens jedoch so breit wie die angrenzenden Radverkehrsanlagen.;inconsistent
3655;Das Ergebnis des Audits wird dem Lieferanten in Form eines schriftlichen Auditberichtes mitgeteilt.;Das Ergebnis des Audits wird dem Lieferanten ggf. in Form eines schriftlichen Auditberichtes mitgeteilt.;contradiction
3656;Das Einrichten und die Abgrenzung einer Baustelle sind vor Aufnahme der Arbeiten mit dem Koordinator abzustimmen.;Das Einrichten und die Abgrenzung einer Baustelle ist vor Aufnahme der Arbeiten mit dem / die Mustermann AG Koordinator / -in abzustimmen (dies gilt auch für Bauunterkünfte, Baucontainer, Bauwagen o. ä.).;inconsistent
3657;Niemand darf aufgrund der Herkunft, des ethnischen Hintergrunds, des Geschlechts, der Nationalität, des Alters, der körperlichen Fähigkeiten, der geschlechtlichen Neigung oder der Religion benachteiligt werden.;Niemand darf auf Grund von Herkunft, ethnischem Hintergrund, Geschlecht, Nationalität, Alter, körperlichen Fähigkeiten, geschlechtlicher Neigung oder Religion benachteiligt werden.;neutral
3658;Die grau hinterlegten Felder wurden im Prüfplan definiert und können hier nicht geändert werden.;Die grau hinterlegten Felder sind im Prüfplan definiert und können hier nicht geändert werden.;neutral
3659;Der Lieferant verzichtet ausdrücklich insofern auf den Einwand der verspäteten Mängelrüge.;Lieferant verzichtet insoweit auf den Einwand der verspäteten Mängelrüge.;neutral
3660;Der Auftragnehmer hat die Wahl, einen vom Auftraggeber vorgenommenen Bareinbehalt durch jede andere Art der Sicherheitsleistung im Sinne des § 17 VOB / B zu ersetzen.;Der Anspruch des Auftraggebers auf einen Bareinbehalt entfällt sobald der Auftragnehmer die Sicherheit durch eine andere Art der Sicherheitsleistung im Sinne des § 17 VOB / B erbringt oder der Sicherungsanspruch des Auftraggebers endet.;not_related
3661;Nach Durchsicht der Herstellernachweise legt der Fremdprüfer gegebenenfalls in Abstimmung mit dem Prüflabor fest, aus welchen Kunststoffdichtungsbahnen Proben für die Kontrollprüfungen im Prüflabor entnommen werden.;Technische Prüfung: Der Fremdprüfer kontrolliert, ob die Kunststoffdichtungsbahnen Beschädigungen aufweisen.;not_related
3662;Alle liegengebliebenen Teile, Abfallstücke bzw. Materialreste müssen entfernt werden.;Sämtliche liegengebliebenen Teile, Abfallstücke und Materialreste sind zu entfernen.;neutral
3663;Um ein einheitliches Auftreten zu gewährleisten, sind die Mitarbeiter verpflichtet, Anfragen der Medien oder von Analysten unverzüglich an den Bereich Unternehmenskommunikation bzw. an den Bereich Investor Relations weiterzuleiten.;Um ein einheitliches Auftreten zu gewährleisten, sind die Mitarbeiter verpflichtet, alle Anfragen der Medien oder von Analysten unverzüglich an den Bereich Unternehmenskommunikation der Mustermann AG weiterzuleiten.;inconsistent
3664;Beim Passieren des Werkstores ist über das berechtigte Mitführen von Material, Werkzeug usw. ein glaubwürdiger Nachweis zu erbringen.;Beim Passieren des Werktores muss über das berechtigte Mitführen von Material, Werkzeug usw. ein glaubwürdiger Nachweis erbracht werden.;neutral
3665;"Jede dem Betriebsfrieden, der Ordnung und dem Arbeitszweck abträgliche Betätigung muss innerhalb des Betriebs unterbleiben (siehe ""Mustermann AG Betriebsordnung"").";Jede dem Betriebsfrieden, der Ordnung und dem Arbeitszweck abträgliche Betätigung muss innerhalb des Betriebes unterbleiben.;neutral
3666;Zur Erfüllung der genannten Anforderungen ist der Lieferant verpflichtet, regelmäßig Kapazitäts- und Ressourcenplanungen durchführen und bei Bedarf nachzuweisen.;Der Lieferant führt eine regelmäßige Kapazitäts- und Ressourcenplanungen bei sich und seinen Sublieferanten durch.;inconsistent
3667;Nach Abschluss der Bau- und Montagemaßnahmen bzw. nach Ablauf der Vertragslaufzeit müssen sämtliche Einrichtungen abgebaut und aus dem Werk abtransportiert werden.;Nach Abschluss der Bau- und Montagemaßnahmen muss der Kontraktor alle Einrichtungen abbauen und aus dem Werk abtransportieren.;inconsistent
3668;Wenn es Einwände gegen die von der Mustermann AG vorgenommenen Änderungen gibt, muss der Geschäftspartner der Mustermann AG spätestens am 15 (fünfzehnten) Tag des Monats, der auf den Monat folgt, in dem die Änderungen auf der Plattform veröffentlicht wurden, schriftlich darüber informieren.;Wenn es Einwände gegen die von der Mustermann AG vorgenommenen Änderungen gibt, muss der Geschäftspartner der Mustermann AG spätestens 15 (fünfzehn) Kalendertage ab dem Datum, an dem die Änderungen auf der Plattform veröffentlicht wurden, schriftlich darüber informieren.;neutral
3669;Der Lieferant wird ohne vorherige schriftliche Zustimmung der Mustermann AG keine Änderungen vornehmen.;Der Lieferant darf die Gegenstände ohne vorherige ausdrückliche schriftliche Zustimmung der Mustermann AG nicht verlagern.;not_related
3670;Beim Auftreten von Prozessstörungen und Qualitätsmängeln beim Lieferanten müssen die Ursachen analysiert, Verbesserungsmaßnahmen eingeleitet und ihre Wirksamkeit durch den Lieferanten überprüft werden.;Bei Prozessstörungen und Qualitätsabweichungen analysiert der Lieferant die Ursachen, leitet Verbesserungsmaßnahmen ein und überprüft ihre Wirksamkeit.;neutral
3671;Wir verlangen auch von unseren Lieferanten und Geschäftspartnern, dass sie die Menschenrechte achten.;Wir achten auch bei Geschäftspartnern auf die Einhaltung der Menschenrechte.;inconsistent
3672;Regelungen müssen sich auf den konkreten Zweck der gewünschten Verarbeitung erstrecken und sind im Rahmen des staatlichen Datenschutzrechts zu gestalten.;Regelungen müssen sich auf den konkreten Zweck der gewünschten Verarbeitung erstrecken und sind im Rahmen des Datenschutzrechts gestaltbar.;neutral
3673;Die Erlaubnis zur Benutzung bestimmter Geräte (z. B. PAM-Personenaufnahmemittel) ist rechtzeitig beim Mustermann AG Koordinator einzuholen, in der Gefährdungsbeurteilung zu beschreiben und bei den Berufsgenossenschaften schriftlich anzumelden.;Die Erlaubnis zur Benutzung bestimmter Geräte (z. B. PAM-Personenaufnahmemittel) muss rechtzeitig beim Koordinator der Mustermann AG eingeholt, in der Gefährdungsbeurteilung beschrieben sowie bei den Berufsgenossenschaften schriftlich angemeldet werden.;neutral
3674;Das Einrichten und die Abgrenzung einer Baustelle sind vor Aufnahme der Arbeiten mit dem Koordinator abzustimmen.;Das Einrichten und die Abgrenzung einer Baustelle sind vor Aufnahme der Arbeiten mit dem Auftragsverantwortlichen des Auftraggebers bzw. Koordinator abzustimmen.;inconsistent
3675;Gefahrstoffe: Die Lagerung und der Einsatz von Gefahrstoffen ist der Sicherheitsfachkraft vorher anzuzeigen (Sicherheitsdatenblatt).;Die Lagerung und der Einsatz von Gefahrstoffen ist dem Ansprechpartner / Auftraggeber vorher anzuzeigen (Sicherheitsdatenblatt).;inconsistent
3676;"Liegt der Flammpunkt bei etwa -25 ° C oder höher, kann die obere Explosionsgrenze möglicherweise nicht bei Standardtemperatur ermittelt werden; in einem solchen Fall wird empfohlen, die obere Explosionsgrenze bei einer höheren Temperatur anzugeben.";"Liegt der Flammpunkt bei über 20 ° C, kann die untere oder die obere Explosionsgrenze möglicherweise nicht bei Standardtemperatur ermittelt werden; in einem solchen Fall wird empfohlen, sowohl die untere als auch die obere Explosionsgrenze bei einer höheren Temperatur anzugeben.";not_related
3677;Hebezeuge und Lastaufnahmeeinrichtungen müssen für die jeweilige Transportaufgabe so ausgewählt werden, dass bei bestimmungsgemäßer Verwendung die Last sicher aufgenommen, gehalten und wieder abgesetzt werden kann.;Lastaufnahme: Einrichtungen müssen für die jeweilige Transportaufgabe so ausgewählt werden, dass bei bestimmungsgemäßer Verwendung die Last sicher aufgenommen, gehalten und wieder abgesetzt werden kann.;neutral
3678;Die Handlungsleitlinien gelten für Partnerfirmen (im Folgenden Dienstleister genannt), die auf Basis von vertraglichen Regelungen Dienstleistungen für die Mustermann AG erbringen.;Die Handlungsleitlinien gelten für Partnerfirmen, die auf Basis von vertraglichen Regelungen Dienstleistungen für die Mustermann AG erbringen.;neutral
3679;Der Auftragnehmer hat dafür zu sorgen, dass der Gesundheitszustand seines Personals durch arbeitsmedizinische Vorsorgeuntersuchungen überwacht wird, wenn bei der Durchführung des Arbeitsauftrages mit gesundheitsfährdenden Einwirkungen oder gefährdenden Tätigkeiten zu rechnen ist.;Der Auftragnehmer hat dafür Sorge zu tragen, dass der Gesundheitszustand seines Personals durch arbeitsmedizinische Vorsorgemaßnahmen überwacht wird, wenn während der Arbeitsdurchführung mit gesundheitsgefährdenden Stoffen oder Einwirkungen zu rechnen ist.;inconsistent
3680;In Fällen, in denen der Lieferant nicht in der Lage ist, einen Ersatz zu erbringen, muss er seinen Ansprechpartner im „ Lieferantenentwicklungsteam “ bei der Mustermann AG informieren und die erforderliche Freigabe sicherstellen.;In Fällen, in denen der Lieferant nicht in der Lage ist, einen Ersatz zu erbringen, muss er seinen Ansprechpartner im „ Lieferantenentwicklungsteam “ bei der Mustermann AG informieren und die erforderliche REACH-Zulassung einholen, sofern gesetzlich vorgeschrieben.;inconsistent
3681;Jeder Mitarbeiter soll seinem jeweiligen Vorgesetzten, seinem Datenschutzkoordinator oder dem DSB unverzüglich Fälle von Verstößen gegen diese Datenschutzrichtlinie oder andere Vorschriften zum Schutz personenbezogener Daten melden.;Jeder Mitarbeiter soll seinem jeweiligen Vorgesetzten, der Geschäftsführung oder dem DSB unverzüglich Fälle von Verstößen gegen diese Datenschutzrichtlinie oder andere Vorschriften zum Schutz personenbezogener Daten (Datenschutzvorfälle) melden.;inconsistent
3682;Rauchen ist nur in eigens gekennzeichneten Raucherzonen erlaubt.;Das Rauchen ist nur in den ausgewiesenen Raucherzonen erlaubt.;neutral
3683;Alternative 1 – Prüfung der Ursprungseigenschaft (Punkte 2 + 3) bei jedem Ausfuhrvorgang: Ursprungserzeugnisse werden mit „ EU “, Waren ohne Präferenzursprung mit „ NU “ gekennzeichnet.;Alternative 1 – Prüfung der Ursprungseigenschaft (Punkte 2 + 3) bei jedem Ausfuhrvorgang: Ursprungserzeugnisse werden mit „ EU “, Nicht-Ursprungswaren mit „ NU “ gekennzeichnet.;inconsistent
3684;In begründeten Ausnahmefällen kann eine Ausweichverpackung (wie unter Kapitel 9 definiert) verwendet werden, jedoch nur in Abstimmung mit und nach Freigabe durch die Mustermann AG.;In begründeten Ausnahmefällen kann eine Ausweichverpackung (wie unter Kapitel 10 definiert) verwendet werden, jedoch nur in Abstimmung mit und nach Freigabe durch die Mustermann AG.;inconsistent
3685;Wurden unsererseits keine speziellen Merkmale hervorgehoben bzw. keine Absprachen getroffen, so sind sämtliche Merkmale bei der Bemusterung zu berücksichtigen.;Wurden seitens der Mustermann AG keine speziellen Merkmale hervorgehoben bzw. keine Absprachen getroffen, so sind sämtliche Merkmale bei der Bemusterung zu berücksichtigen.;not_related
3686;Konzerngesellschaften in Drittländern müssen den Konzernbeauftragten für den Datenschutz informieren, wenn die Annahme besteht, dass die für sie geltenden Rechtsvorschriften die Konzerngesellschaften an der Erfüllung ihrer Pflichten aus dieser Richtlinie hindern, oder erhebliche Auswirkungen auf die in dieser Richtlinie vorgesehenen Garantien haben.;Konzerngesellschaften in Drittländern müssen den Konzernbeauftragten für den Datenschutz unverzüglich benachrichtigen, wenn die Annahme besteht, dass die für sie geltenden Rechtsvorschriften die Konzerngesellschaften an der Erfüllung ihrer Pflichten aus dieser Richtlinie hindern, oder erhebliche Auswirkungen auf die in dieser Richtlinie vorgesehenen Garantien haben.;neutral
3687;Nachbemusterungsumfänge sind wie Erstbemusterungsumfänge zu handhaben.;Nachbemusterungsumfänge sind, soweit nicht anders vereinbart, wie Erstbemusterungsumfänge zu handhaben.;inconsistent
3688;Wenn Unsicherheit besteht, ob eine bestimmte Handlung als Bestechung oder Korruption einzustufen ist, oder wenn andere Fragen aufkommen, sollen sie sich an ihren Vorgesetzten wenden.;Wenn Sie sich unsicher sind, ob eine bestimmte Handlung Bestechung oder Korruption darstellt oder wenn Sie andere Fragen haben, sollten Sie diese an Ihren direkten Vorgesetzten und / oder die Gruppe zur Verhinderung von Bestechung richten.;inconsistent
3689;Die Verfügbarkeit des IT-Systems muss in Bezug auf Ausfall oder inakzeptable Antwortzeiten mindestens 95 % betragen.;Die Verfügbarkeit des IT-Systems muss in Bezug auf Ausfall oder inakzeptable Antwortzeiten mindestens 98 % betragen.;inconsistent
3690;Der Auftragnehmer ist verpflichtet, seine Baustelle mit einem Baustellenstromverteiler auszustatten.;Die Fremdfirma ist verpflichtet, seine Baustelle mit einem Baustellenstromverteiler auszustatten.;not_related
3691;Bei eventuellen Abweichungen leitet der Lieferant umgehend alle erforderlichen Korrekturmaßnahmen ein und stellt deren Wirksamkeit dauerhaft sicher.;Bei eventuellen Abweichungen leitet der Lieferant umgehend alle erforderlichen Korrekturmaßnahmen ein und stellt deren wirksame Umsetzung dauerhaft sicher.;neutral
3692;Spendenwünsche werden von den unterschiedlichsten Organisationen, Institutionen und Vereinigungen an unsere Unternehmung herangetragen.;Spendenwünsche werden von den unterschiedlichsten Organisationen, Institutionen und Vereinigungen an unser Haus herangetragen.;neutral
3693;Der Lieferant bzw. Kunde übernimmt die Verteilung dieser Richtlinien an alle Personen seines Unternehmens die hiervon Kenntnis nehmen müssen, dass beinhaltet auch einen eventuellen Unterlieferanten, der im Bedarfsfall beauftragt wird.;Der Lieferant bzw. Kunde übernimmt die Verteilung dieser Richtlinien an alle Personen seines Unternehmens, die hiervon Kenntnis nehmen müssen, dies beinhaltet auch einen etwaigen Unterlieferanten, der im Bedarfsfall beauftragt wird.;neutral
3694;Sie sind verpflichtet, über alle Betriebs- und Geschäftsgeheimnisse, sowohl während der Dauer ihrer Tätigkeit, als auch nach deren Beendigung, Stillschweigen zu bewahren.;Über alle Betriebs- und Geschäftsgeheimnisse ist sowohl während der Dauer der Tätigkeit als auch danach Stillschweigen zu bewahren.;neutral
